56ef53186a1de2dab517ae27d2b89d2aa5f75061	feat(catalog-upgrade): wp4b tenant reconciliation board + per-org wizard
108b946a4b347cf735f203e6f3966088618bd0d4	chore(catalog-upgrade): wp3a done; wp5 in_progress (attempt 1)
9e6ed9563e9b6f9d2b1b1b6adb038da5105deaa2	feat(catalog-upgrade): wp4b org-reconciliation types + API client functions
687f056f8c3aff769995948e8355c2e32d6f96e6	feat(catalog-upgrade): merge wp3a — deprecation read-path semantics for listing, scoping writes, catalog API, themes
336495cdb5ab4f366005f922f930b9171b60932b	chore(catalog-upgrade): wp1a done (attempt 2); wp1b in_progress (attempt 1)
4d008edcd4bf972836540ba6fd429a76732704b2	feat(catalog-upgrade): wp3a per-consumer deprecated read-path tests
a298029b4a9a65940932d1819ca7e3feae51ea32	feat(catalog-upgrade): wp3a theme SQL active-only aggregates + badged drill-down
321820fe6e8c37195ee560cb0604ffc73a01f47d	feat(catalog-upgrade): wp3a catalog API active-default + include_deprecated
797fa180c0465681b33544f7ed83108b9a2c7217	feat(catalog-upgrade): wp3a listing predicate + deprecated-scope refusal
e8be548ffe434cb6545783651dcfb10ce999f9ac	chore(catalog-upgrade): mount only extract_scf_data.py — whole-dir mount shadowed backend/scripts
8e0c444720c5d1200c6433dab5d5d547d8ef3354	feat(catalog-upgrade): merge wp1a — extractor hardening + catalog diff engine
64452dd78dac65ccbfb083e6279e8218ce0b0de7	feat(catalog-upgrade): wp1a resolve scripts dir via candidates for in-container test runs
e504c47da7d006a5860be941012713310552f03f	chore(catalog-upgrade): wp1a attempt 2; note extractor location drift + latent 2026.2 column renames
5df380e7e3fa75aabd6bd0c91e8081367d8d0f79	chore(catalog-upgrade): wp1a gate_failed attempt 1 — test scripts-dir resolution wrong in container
a80e5ae010964118fe0ded60b20530dd324509fc	chore(catalog-upgrade): mount repo-root scripts/ into dev backend (matches prod image + celery-worker)
c9380af03dfe9305fcffbcb6f949a1d0e30dda21	feat(catalog-upgrade): wp1a catalog_diff service - sanity gates, version guard, live-DB diff, scorer
e8037b8facff9830dd15cbc382841e8a357a4811	feat(catalog-upgrade): wp1a fix extract_framework_names era columns + first extractor tests
da9eeaa5c181f0a4a90f246e4cd3de4ed26fe5f1	chore(catalog-upgrade): wp4b in_progress (attempt 1)
5f05c68cc7a21f3de9266ab95703a9574af33a39	chore(catalog-upgrade): wp4a done; record baseline tsc exclusion
dec8e3a88abc7de01f3f0608fab746699d2b3764	feat(catalog-upgrade): merge wp4a — platform admin UI plumbing + catalog wizard
5a8a54db1d5e4cad3c16d5de4476fcc0aa9de2f8	feat(catalog-upgrade): wp4a vitest gating + wizard tests
ce72884159343b809f450fe286c13f47baf9cbbf	feat(catalog-upgrade): wp4a tab unions, Platform nav, and routing
7bd9a0b53de4493940b337b0cf6bd47ead5bfa05	feat(catalog-upgrade): wp4a platform catalog upgrade wizard components
97ad240499bfbdb6d4d1fbedc1a87e28b4a3f3b0	feat(catalog-upgrade): wp4a expose isPlatformAdmin from AuthContext
844ec9aab5bc6e146b092bbb9b86b971b5ae521b	feat(catalog-upgrade): wp4a contract types + catalog upgrade API client
97f7712590d451c6de738b470204ac98d53b83f3	chore(catalog-upgrade): wp2a done; wp3a in_progress (attempt 1)
6dc26349838b371212da000de4b44b3f55f39718	feat(catalog-upgrade): merge wp2a — scoping service extraction + framework selections
48cf37bf398571791cd97684448eca88230941a9	feat(catalog-upgrade): wp2a scoping service tests
6723a951b6497a308ee924082f8644404a18c5b9	feat(catalog-upgrade): wp2a bulk-scope/unscope endpoints delegate to scoping_service
27c257ab462886e9df34c2d3c07bc94bb8a3528a	feat(catalog-upgrade): wp2a extract bulk-scope/unscope into scoping_service
5c6793f741a7e85e3eb5a05230fd4d87f3a8deb8	chore(catalog-upgrade): wp0 done; wp1a/wp2a/wp3b in_progress (attempt 1)
bc4727abe6dc83fb4bc1976f4270cf2a6be19ae1	feat(catalog-upgrade): merge wp0 — migrations M1-M6, models, dupe report
7a870064e1508e8e2ed37f3d5b371d4a6b5a2199	chore(catalog-upgrade): wp4a in_progress (attempt 1)
ffcafff8e21f93259f2328dbcfc3e777daf18118	chore(catalog-upgrade): wpc done (attempt 2); record 4-test dev-stack baseline exclusion
2c10a68c0d0d9605b2aec17b10233ebaf126ed74	feat(catalog-upgrade): merge wpc — contracts freeze (schemas + 501 stubs)
0008c7418b11be78a0fd6fb7e53270f00a6f98da	feat(catalog-upgrade): wpc assert contract paths via openapi, not app.routes
85d7a0aa8ef58d40a92d6d64cf31d61522b9e864	feat(catalog-upgrade): wp0 migration tests
6618b8db84df15552c2544a56f7f45bd6f983872	feat(catalog-upgrade): wp0 ORM models for lifecycle columns and run ledgers
4c1f38fe971d02fe60007123a7befff9b87ab278	feat(catalog-upgrade): wp0 six catalog-upgrade migrations M1-M6
5e3743caf6d74242b146bd573798271d4840cefa	feat(catalog-upgrade): wp0 read-only duplicate catalog key report script
578d9b7bc4285b90ac8ee8e070e56aeb9c07b324	chore(catalog-upgrade): wpc respawned (attempt 2)
168d79740413aec7424840bcef58255507012642	chore(catalog-upgrade): wpc gate_failed attempt 1 — contract test incompatible with lazy router wrapper
3819dca0fdbdcfccd0e6c98324ebcf07b3822620	feat(catalog-upgrade): wpc contract test + frozen-contracts doc
486861faaf1f28e9553ccc8280d5097faa0064ec	feat(catalog-upgrade): wpc register 501 stub routers for the section 4.5 surface
b03b9e0e85a3f3de748cc8d100c94978f672ec1c	feat(catalog-upgrade): wpc freeze contract schemas in schemas_catalog_upgrade.py
54bbbd8a120b267f661a7e9fe8f5dc7c80aa6064	chore(catalog-upgrade): wp0+wpc in_progress (attempt 1)
858b884af84bd045c15f7e7bf79f278e727bd535	chore(catalog-upgrade): initial orchestration state file
21e42f71426b215adaa6e4dd45d584940845af48	docs: bring catalog upgrade plan onto integration branch
005f1fbc747074bfa35d884f49f19f1f084072fd	Merge pull request #750 from MarkAC007/chore/bump-v0.15.0
2bf1cac85409cb9dc67bea4a74aca11ebc7bc966	docs(plans): SCF catalog upgrade execution plan v2 (tenant-by-tenant, multi-agent delivery)
